no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets,loan_status
3,0,1,7700000,23100000,8,807,40100000,0
2,1,0,4400000,16500000,16,879,31000000,0
1,1,0,3100000,11200000,18,665,21900000,0
5,1,1,2600000,9300000,16,697,17700000,0
4,0,0,5500000,21700000,14,867,32000000,0
1,0,0,5700000,15500000,8,544,47100000,1
5,0,0,6100000,20700000,20,482,34200000,1
2,0,0,8200000,22500000,18,857,64500000,0
1,0,0,6000000,21200000,12,549,49200000,1
1,0,1,8000000,30600000,10,720,66800000,0
4,1,0,2000000,4800000,8,302,8900000,1
5,0,1,1300000,2900000,12,669,7800000,0
1,0,0,7000000,27100000,6,591,45300000,0
3,0,0,4100000,15300000,6,440,22800000,1
3,0,0,8000000,26200000,16,890,49100000,0
4,1,0,8100000,28000000,8,663,51600000,0
4,0,1,9500000,22600000,14,433,47400000,1
0,0,0,9200000,22500000,10,317,70800000,1
2,0,0,3900000,14700000,16,360,14000000,1
1,0,0,9100000,26200000,8,727,64600000,0
3,0,1,3000000,8300000,4,685,23400000,0
4,0,0,2000000,4300000,8,373,14600000,1
5,0,0,6300000,14600000,8,469,51700000,1
3,1,1,4100000,10900000,8,548,31500000,1
0,1,0,9800000,29400000,20,618,57900000,0
2,0,0,5200000,15400000,8,658,24700000,0
3,0,0,7600000,28700000,18,781,71300000,0
3,1,0,9200000,35500000,2,715,54400000,0
5,1,0,2200000,8100000,4,409,7600000,1
2,1,1,8300000,20600000,10,504,40900000,1
3,0,1,6100000,21600000,16,428,31300000,1
2,0,0,4500000,16600000,20,704,29900000,0
3,1,0,6600000,18800000,12,834,46600000,0
4,1,0,8900000,34900000,14,694,47900000,0
4,0,1,3900000,13300000,20,453,27300000,1
3,0,1,8900000,35400000,14,404,62300000,1
5,1,0,6400000,22300000,12,776,39500000,0
1,1,1,9500000,28700000,16,526,67900000,1
3,0,1,300000,1000000,8,641,2200000,0
5,1,0,4100000,12300000,6,582,34600000,0
2,0,0,8100000,20800000,18,778,46900000,0
4,0,0,9900000,28400000,10,763,78000000,0
0,1,0,4800000,19000000,12,650,28400000,0
0,0,1,2900000,9700000,2,820,21300000,0
1,1,1,3500000,13500000,12,824,28000000,0
1,1,1,4900000,12600000,4,718,34700000,0
2,1,1,5100000,13300000,14,313,35700000,1
5,0,0,7300000,26200000,10,751,50700000,0
0,0,1,200000,300000,18,520,1100000,1
2,0,0,1400000,4700000,4,355,8500000,0
3,0,1,8700000,33600000,14,314,45600000,1
1,1,1,2800000,5900000,20,728,15900000,0
3,0,1,9100000,30100000,14,564,64800000,0
0,1,1,6800000,15300000,14,699,44700000,0
0,1,1,5000000,17000000,6,624,34200000,0
0,0,1,4400000,16800000,14,795,33400000,0
5,1,1,8400000,18600000,20,703,47900000,0
4,0,0,7800000,17300000,4,394,48200000,1
4,0,1,4800000,9900000,14,779,36000000,0
1,0,0,3200000,8800000,4,405,17700000,1
5,0,1,2300000,6700000,16,612,20800000,0
5,1,1,9200000,28100000,10,448,69500000,1
2,1,1,4700000,13700000,6,506,29400000,1
0,1,1,8000000,30400000,2,776,54900000,0
1,0,1,2600000,8600000,6,730,12800000,0
3,1,0,200000,800000,20,730,1000000,0
5,0,0,7300000,17200000,2,345,42600000,1
4,1,0,3300000,11800000,2,847,25300000,0
4,1,0,8300000,23300000,20,398,57000000,1
5,1,1,4100000,9600000,2,307,28200000,1
1,1,0,7300000,23700000,16,852,47300000,0
1,1,0,9300000,27500000,6,364,62100000,1
2,0,1,4300000,15200000,12,552,23000000,0
3,1,0,2600000,8100000,2,421,16000000,0
5,0,0,2900000,9800000,12,588,17900000,0
2,0,1,900000,3500000,6,763,5200000,0
3,1,1,4900000,17500000,20,823,40400000,0
0,0,0,7700000,24800000,10,642,59400000,0
1,0,0,4700000,16800000,12,647,32700000,0
5,1,0,3000000,8900000,20,886,17000000,0
4,1,0,9700000,26200000,4,518,62700000,1
0,0,1,6900000,26800000,20,515,38300000,1
2,1,1,3800000,12400000,8,340,16700000,1
3,1,1,600000,1700000,14,521,3300000,1
2,1,1,1200000,2900000,12,330,6400000,1
4,1,1,7800000,26800000,2,474,44100000,0
0,1,0,9000000,35100000,6,898,46500000,0
1,1,0,2800000,9100000,12,436,15500000,1
1,1,0,7800000,21300000,10,326,56500000,1
4,0,1,4700000,9500000,18,876,40500000,0
2,0,0,4600000,17500000,20,597,35700000,0
4,0,0,5100000,16100000,14,436,33900000,1
3,1,1,6100000,22800000,18,640,49700000,0
0,1,0,6000000,22900000,16,302,43500000,1
2,1,0,8400000,23200000,16,476,47900000,1
2,0,0,9300000,22000000,14,393,50400000,1
0,0,0,4200000,10300000,10,506,32200000,1
3,0,0,9600000,37800000,10,418,58400000,1
3,0,0,5600000,13400000,6,865,42900000,0
4,0,0,7800000,28600000,2,703,52900000,0
2,0,1,4500000,12600000,2,568,31500000,0
3,0,0,2400000,5900000,2,425,11500000,1
0,1,0,3900000,11300000,12,305,21800000,1
5,0,1,9600000,20600000,6,456,61600000,1
4,1,0,900000,2600000,2,602,5600000,0
3,0,1,1100000,3800000,20,814,7200000,0
4,1,0,6400000,24900000,2,640,40700000,0
2,0,0,4600000,15000000,4,817,29200000,0
4,0,0,7600000,29800000,20,361,40800000,1
5,1,0,6800000,20100000,14,839,25600000,0
5,0,0,7100000,27000000,20,592,42500000,0
4,1,1,6700000,24700000,6,498,40800000,1
5,1,1,5800000,12400000,6,847,35800000,0
0,0,1,8600000,29400000,16,643,60400000,0
0,0,1,3500000,10600000,4,389,24700000,0
2,0,1,4800000,17500000,20,381,27700000,1
5,0,1,6100000,14400000,16,400,41400000,1
5,0,1,5200000,12700000,16,718,37100000,0
5,1,1,4100000,12400000,8,309,25500000,1
5,1,0,3200000,7400000,2,838,18900000,0
3,1,1,7500000,21600000,14,678,52200000,0
2,1,1,1500000,4500000,14,826,11100000,0
4,0,1,1200000,3100000,16,348,8600000,1
1,0,1,8400000,19700000,6,476,85100000,1
0,1,1,7900000,26300000,8,666,44000000,0
1,0,1,2100000,4300000,20,896,12200000,0
2,0,0,2500000,7000000,20,547,9500000,1
2,1,1,3700000,13900000,2,405,23700000,0
5,0,0,1100000,4000000,16,498,3500000,1
5,0,0,6500000,24800000,8,779,41100000,0
0,1,1,8200000,31500000,8,403,45400000,1
2,1,0,5000000,12400000,8,709,35600000,0
1,1,0,1500000,6000000,6,507,12000000,1
5,1,0,3700000,9100000,18,368,17500000,1
3,0,1,4100000,14600000,16,760,29200000,0
2,1,0,7200000,16800000,6,796,36900000,0
1,0,0,2000000,5000000,6,876,10700000,0
3,1,0,2000000,4700000,14,673,11600000,0
1,0,1,5100000,11500000,4,747,35000000,0
1,1,0,6000000,13600000,12,589,29000000,0
1,0,0,4900000,18100000,8,382,31900000,1
3,1,1,900000,2300000,12,900,5700000,0
1,0,1,7500000,25000000,18,628,32100000,0
2,0,0,6400000,25000000,12,667,49900000,0
2,0,1,8700000,26400000,2,778,50000000,0
4,0,1,7300000,17200000,18,831,51000000,0
5,0,0,7400000,27100000,4,320,69000000,0
2,0,0,2700000,9300000,16,656,20200000,0
3,0,0,3400000,8900000,6,896,23400000,0
3,1,1,2100000,7400000,4,320,14500000,0
2,1,0,3100000,10500000,10,751,22000000,0
5,1,0,4700000,17400000,2,523,33700000,0
5,0,0,3100000,10500000,6,584,23600000,0
2,1,0,5700000,20400000,2,630,31600000,0
3,0,1,2300000,8000000,14,472,17200000,1
0,1,1,6600000,18500000,16,802,47200000,0
2,0,1,2700000,6400000,18,547,17600000,1
1,1,1,800000,2800000,16,726,7600000,0
1,0,0,6600000,18500000,8,712,37500000,0
3,0,0,3900000,10700000,6,790,27700000,0
5,1,0,200000,600000,16,396,700000,1
3,0,0,2000000,4200000,6,831,11100000,0
2,0,1,9100000,20900000,20,632,47800000,0
3,0,0,4700000,10800000,8,527,34800000,1
3,1,1,3200000,11100000,6,708,24200000,0
2,1,0,1700000,4200000,14,829,8000000,0
1,1,0,2600000,8100000,12,854,18400000,0
3,1,1,2700000,6700000,14,899,14600000,0
0,1,1,3600000,13400000,6,589,18800000,0
4,0,1,7200000,26000000,6,571,31500000,0
2,1,1,2500000,6400000,6,708,20500000,0
2,1,0,5500000,19600000,16,328,21800000,1
3,0,1,9200000,33500000,8,564,77200000,0
3,1,0,9000000,19000000,8,693,59600000,0
4,1,1,5900000,15000000,14,626,46800000,0
4,0,0,5600000,15600000,12,470,42200000,1
2,1,1,3200000,12500000,8,849,20500000,0
5,1,0,9100000,27800000,16,547,70200000,1
0,1,1,4600000,15100000,2,417,27900000,0
4,0,0,7300000,14900000,2,358,53600000,1
5,1,1,1300000,3100000,16,826,8400000,0
0,1,0,1800000,4200000,6,836,12000000,0
3,0,0,500000,1700000,10,509,2400000,1
2,1,1,5700000,20500000,20,581,42900000,0
4,0,0,300000,1100000,4,359,1300000,0
5,0,1,2100000,7100000,10,517,10900000,1
1,1,1,5700000,20100000,14,442,43400000,1
1,1,1,1100000,2700000,16,346,5200000,1
5,0,0,9300000,34000000,6,742,45800000,0
1,0,1,3500000,8100000,10,626,22700000,0
0,1,1,8200000,28800000,4,619,39400000,0
2,1,1,7500000,17900000,20,734,42500000,0
1,0,1,7000000,25600000,6,420,50600000,1
5,1,1,3900000,8300000,18,600,20500000,0
3,0,1,4700000,13200000,12,440,28200000,1
5,1,1,1700000,5200000,16,820,7900000,0
0,0,0,2500000,7800000,8,437,14900000,1
1,1,1,400000,1400000,12,468,2600000,1
0,1,1,2400000,9100000,8,368,11300000,1
4,0,0,5700000,21900000,2,871,25400000,0
1,0,0,9800000,37900000,4,816,68600000,0
5,0,0,9000000,32800000,4,773,45100000,0
3,1,0,800000,3000000,14,576,5500000,0
1,0,0,1600000,4500000,14,673,9600000,0
0,0,1,9800000,34100000,20,760,77900000,0
5,1,1,2900000,7500000,12,678,21000000,0
4,1,1,3900000,12000000,14,893,28800000,0
0,0,1,3300000,9000000,18,754,21600000,0
3,0,1,700000,2200000,8,617,5300000,0
3,1,1,8400000,29500000,20,661,57800000,0
1,0,1,4000000,12100000,12,356,33600000,1
0,1,1,1900000,6300000,16,811,8200000,0
0,1,0,3900000,14600000,2,730,33200000,0
5,1,0,7400000,18000000,2,792,39900000,0
5,1,1,5900000,16000000,6,798,36300000,0
2,1,0,1400000,2900000,12,490,9000000,1
2,0,1,1800000,5500000,6,448,10100000,1
0,0,1,1000000,3100000,6,525,7800000,1
1,0,0,7400000,19200000,20,415,43200000,1
5,0,0,2700000,10600000,16,496,15800000,1
1,1,1,3600000,13100000,8,543,15600000,1
5,0,0,7000000,18400000,12,520,37400000,1
4,1,1,5000000,18000000,14,307,27000000,1
2,0,0,1800000,5700000,14,502,8200000,1
2,0,1,4700000,12000000,6,505,27500000,1
2,1,1,6700000,23100000,4,304,55800000,0
5,1,0,5800000,17500000,10,719,23200000,0
0,0,1,5900000,22700000,18,855,38200000,0
4,1,0,6000000,15800000,18,593,31200000,0
1,1,1,700000,1400000,10,523,4300000,1
0,1,1,3700000,13100000,14,385,31500000,1
0,0,1,7100000,19300000,6,783,35500000,0
5,0,1,1100000,3900000,2,538,7600000,0
3,1,1,9500000,20100000,2,506,61300000,1
4,1,1,2200000,8600000,2,461,11200000,0
4,1,1,5500000,20000000,8,666,34400000,0
3,1,1,4400000,16300000,20,561,29500000,0
5,1,0,5000000,10800000,10,345,37700000,1
4,1,1,6100000,12500000,14,862,41500000,0
3,1,0,8100000,22300000,10,686,54500000,0
4,0,1,7000000,19600000,8,708,49000000,0
4,1,0,5600000,14800000,20,656,36900000,0
4,0,0,1800000,7000000,14,743,9600000,0
2,0,0,3600000,12100000,14,408,32700000,1
5,0,0,600000,1300000,14,408,3800000,1
1,0,1,4900000,16500000,12,439,26400000,1
3,0,1,3000000,7100000,6,415,19700000,1
0,1,1,3800000,10600000,12,490,27300000,1
1,0,1,7600000,30000000,16,884,44900000,0
4,0,0,7800000,25400000,18,425,54700000,1
0,0,0,6800000,21700000,20,730,41000000,0
4,0,1,5900000,17300000,20,657,24200000,0
2,1,0,4900000,16800000,10,480,26400000,1
3,1,1,1100000,3100000,16,356,6000000,1
1,1,1,9800000,36000000,12,629,73100000,0
1,0,1,1200000,4700000,2,667,6400000,0
0,1,0,4700000,11500000,18,559,28800000,0
4,0,0,6700000,16000000,4,791,38900000,0
0,1,1,3700000,11300000,6,538,22400000,1
2,0,0,7400000,16000000,20,358,53300000,1
2,1,0,3300000,11700000,14,439,20300000,1
2,0,1,4800000,15300000,12,503,23600000,1
4,0,1,4600000,11900000,6,810,42100000,0
1,0,1,8000000,30600000,14,302,56500000,1
0,1,0,4100000,8800000,18,300,29400000,1
4,1,0,2600000,7200000,16,612,9500000,0
3,1,0,1300000,5000000,6,686,9700000,0
0,0,1,2300000,4900000,12,409,13600000,1
5,0,0,300000,900000,6,492,2200000,1
0,0,1,7000000,21700000,20,498,30700000,1
3,1,1,4400000,10900000,18,611,26700000,0
5,1,1,5100000,11800000,6,776,22900000,0
1,1,0,5900000,13000000,6,779,42100000,0
3,0,1,7800000,27200000,16,560,42100000,0
4,0,1,2200000,5100000,6,308,15500000,1
4,1,0,5400000,12600000,18,786,30400000,0
1,1,0,7400000,29100000,8,597,40200000,0
4,0,0,5800000,12000000,12,811,35500000,0
1,0,1,5800000,13000000,12,862,35600000,0
3,1,1,4800000,14200000,12,369,20400000,1
1,1,1,7400000,23900000,4,687,63400000,0
0,1,1,9600000,19600000,12,500,70700000,1
2,1,1,200000,500000,6,746,900000,0
4,1,0,700000,2100000,14,619,6000000,0
2,1,0,7600000,16700000,20,692,52000000,0
1,1,1,1400000,3300000,18,321,6100000,1
2,1,1,3800000,15000000,14,730,28000000,0
3,1,0,2700000,10800000,6,480,18200000,1
2,1,1,5000000,10700000,2,753,38800000,0
4,0,1,9000000,28900000,6,637,50300000,0
3,0,0,3700000,9000000,6,483,23200000,1
4,1,1,300000,1100000,4,315,1800000,0
4,0,0,1800000,4100000,8,777,10200000,0
2,0,0,7900000,17700000,4,402,66700000,1
4,0,1,2100000,7700000,8,493,10400000,1
0,0,1,900000,3100000,4,355,5300000,0
3,0,0,9900000,23600000,18,557,59000000,0
0,1,1,5600000,20000000,20,606,35200000,0
1,1,1,6000000,12200000,16,743,34900000,0
5,1,0,5700000,18400000,4,579,38900000,0
0,0,1,9000000,33100000,20,734,44300000,0
0,0,0,7300000,16100000,2,490,41500000,1
5,0,0,5300000,20500000,16,802,43500000,0
1,1,1,3500000,7400000,16,867,18700000,0
0,1,0,1000000,2200000,12,302,7700000,1
0,1,0,5100000,19900000,12,867,32900000,0
0,0,1,2900000,9900000,8,312,21200000,1
3,1,0,7600000,19100000,14,762,60600000,0
5,1,1,6000000,14700000,18,462,42400000,1
1,0,0,6300000,18200000,18,849,30800000,0
3,1,0,1900000,7400000,18,592,13100000,0
4,0,0,600000,1400000,4,507,2600000,1
2,1,1,4100000,11400000,14,505,31200000,1
0,1,1,800000,3200000,8,467,5200000,1
2,1,0,6600000,22900000,16,543,48300000,1
4,0,1,300000,1100000,12,674,1600000,0
3,0,0,6100000,13500000,2,717,39400000,0
5,1,1,4800000,17000000,10,666,27500000,0
4,1,0,4500000,17300000,18,830,18900000,0
2,0,0,3800000,9400000,16,383,20300000,1
2,0,1,7000000,18900000,8,584,52200000,0
2,1,0,4400000,14200000,18,799,27300000,0
5,0,0,5300000,19400000,6,510,39000000,1
0,1,1,2600000,5900000,6,572,20000000,0
3,1,0,3300000,13100000,2,554,19000000,0
1,1,1,1200000,4800000,6,344,9100000,1
3,0,0,4300000,8600000,8,881,34800000,0
0,1,1,8400000,27200000,10,514,36200000,1
0,0,0,600000,1800000,18,796,3400000,0
2,0,1,4700000,16200000,12,802,29200000,0
3,0,0,4200000,12500000,20,375,19700000,1
2,0,0,4300000,14700000,2,871,29700000,0
0,1,0,800000,2900000,2,439,4900000,0
0,1,1,9300000,32000000,8,438,78500000,1
5,1,0,6200000,13700000,2,468,35000000,1
3,0,1,3500000,10200000,12,645,28500000,0
2,0,1,3600000,9200000,18,700,20400000,0
5,0,1,9500000,36700000,16,348,48700000,1
5,0,1,600000,1400000,10,877,4500000,0
0,1,1,3800000,14900000,6,899,23600000,0
3,0,1,1400000,3500000,12,610,7000000,0
1,1,0,6300000,23900000,4,742,34700000,0
1,1,1,2800000,6600000,18,801,19700000,0
4,0,1,5400000,17100000,2,533,35800000,0
3,1,1,6300000,23900000,16,656,42300000,0
3,0,1,3900000,14300000,18,785,37300000,0
2,0,1,4200000,15700000,2,332,24000000,0
0,0,0,3100000,8100000,18,768,16000000,0
1,0,0,3400000,8600000,6,640,20900000,0
4,1,0,1500000,3100000,6,885,8600000,0
3,1,1,900000,2000000,18,772,7300000,0
4,0,1,7800000,25600000,4,665,38800000,0
1,1,1,3500000,10500000,20,454,22000000,1
1,1,0,8400000,32500000,14,698,56000000,0
4,1,1,6400000,21300000,20,332,36900000,1
1,1,0,9600000,28300000,6,536,61300000,1
5,1,1,2100000,6500000,10,796,15200000,0
2,1,1,6000000,19900000,8,486,46900000,1
0,1,1,8300000,16800000,18,422,53300000,1
1,1,1,5300000,18500000,6,501,36200000,1
1,1,1,9700000,23500000,4,666,55800000,0
3,1,1,8200000,16500000,18,371,46900000,1
5,0,0,3400000,6900000,14,312,16300000,1
5,0,0,2800000,11000000,12,753,21600000,0
0,1,1,2400000,5200000,16,740,17700000,0
1,0,0,8200000,24000000,4,366,61700000,1
4,1,0,4200000,11100000,8,526,33500000,1
4,0,1,5500000,14800000,10,354,48300000,1
5,1,1,2900000,6300000,6,719,19100000,0
5,1,0,6300000,20100000,12,774,49400000,0
5,1,1,9700000,29100000,18,732,60100000,0
1,1,0,6500000,16000000,6,862,35700000,0
5,1,0,4900000,10800000,18,613,27400000,0
5,0,1,6900000,16500000,6,447,25200000,1
4,1,1,1100000,3000000,4,730,5600000,0
2,1,1,7800000,29600000,14,568,42700000,0
2,0,1,8200000,23600000,6,495,66900000,1
5,1,1,6700000,23600000,14,854,33200000,0
3,0,1,7400000,15200000,10,548,53600000,1
1,1,0,1200000,2700000,14,779,5800000,0
0,1,0,9500000,24800000,2,564,65000000,0
5,1,1,4000000,8200000,2,571,25100000,0
0,1,1,8600000,32600000,8,778,80200000,0
4,0,1,9100000,28400000,12,808,66600000,0
0,1,1,7100000,18600000,20,770,60500000,0
0,1,0,9000000,28400000,4,612,47300000,0
3,0,1,1400000,2700000,14,819,8000000,0
1,0,0,8800000,20200000,6,627,69800000,0
3,1,1,5400000,14700000,4,359,43400000,1
1,0,0,6100000,19100000,6,341,30300000,1
1,0,0,1000000,3600000,4,570,7000000,0
3,0,1,7700000,18100000,20,736,61400000,0
1,0,1,6100000,12900000,2,302,39200000,1
2,1,1,7700000,21000000,12,420,58300000,1
4,0,1,4700000,12000000,2,416,33800000,1
2,0,1,9100000,34800000,20,836,72700000,0
0,0,1,5800000,12700000,12,528,42900000,1
4,1,0,8500000,24900000,2,405,35400000,1
2,0,1,9900000,33400000,14,783,63200000,0
4,1,1,2000000,4000000,10,636,7800000,0
1,1,1,5000000,16800000,6,711,33100000,0
1,0,1,3200000,11800000,16,848,18500000,0
1,1,1,8000000,27800000,8,804,48400000,0
0,1,1,1200000,2800000,14,892,8300000,0
2,1,1,5800000,22800000,14,696,37900000,0
1,0,0,2500000,7600000,20,888,19900000,0
1,1,1,600000,1400000,10,699,3000000,0
5,0,0,4900000,13000000,10,865,38200000,0
2,0,1,9400000,37300000,14,383,58500000,1
2,0,0,5300000,19300000,16,368,30400000,1
5,1,0,5100000,15800000,4,607,33300000,0
4,1,1,2900000,8900000,18,827,16600000,0
1,0,0,9100000,34000000,12,672,51700000,0
3,1,1,8800000,26700000,12,708,67800000,0
4,1,0,2600000,8800000,10,682,21100000,0
1,0,1,9700000,25500000,18,741,67800000,0
5,1,1,600000,1200000,8,343,3000000,1
0,0,1,4100000,11100000,16,785,25400000,0
1,1,1,8000000,28000000,20,830,71200000,0
2,0,0,8800000,26700000,16,696,59400000,0
1,0,0,200000,300000,12,697,1700000,0
0,0,1,3800000,11700000,2,351,22400000,0
3,0,0,6800000,21800000,10,556,50200000,0
0,0,0,8600000,31800000,2,895,63200000,0
2,0,1,2800000,8400000,10,534,25200000,1
0,0,0,8000000,29800000,12,736,55500000,0
2,0,1,2300000,5500000,16,629,16400000,0
4,0,1,7600000,16200000,20,657,45200000,0
2,0,0,2900000,11300000,12,839,16500000,0
4,1,0,7900000,25700000,18,589,39700000,0
2,1,0,1900000,4500000,6,805,12400000,0
3,1,1,4600000,13600000,20,729,33300000,0
1,1,0,2600000,7700000,6,399,20400000,1
2,1,0,2700000,6700000,8,413,19900000,1
5,0,1,6300000,13200000,16,321,33000000,1
0,0,1,2600000,7500000,2,853,19100000,0
4,1,1,7700000,23400000,6,400,38800000,1
0,0,1,7400000,16300000,16,630,58100000,0
3,0,1,7300000,21600000,20,557,41400000,0
1,0,0,2900000,7600000,2,358,13700000,1
3,0,1,6600000,16000000,10,510,25600000,1
2,0,1,2700000,9600000,14,554,18100000,0
3,0,1,8300000,27700000,4,596,64700000,0
0,0,0,4900000,18500000,8,659,30100000,0
4,0,1,7900000,30700000,10,322,60400000,1
5,0,1,8800000,21300000,14,852,52800000,0
5,1,0,4000000,14100000,18,653,24700000,0
4,0,1,3900000,9200000,12,737,22600000,0
3,0,1,7700000,18900000,2,583,38300000,0
1,0,1,3800000,10000000,16,873,22200000,0
5,0,0,8000000,27000000,20,595,44900000,0
5,0,1,3400000,11300000,20,871,22500000,0
5,0,1,5500000,18800000,12,603,30000000,0
0,1,0,7700000,29300000,14,801,46100000,0
5,0,0,4000000,9400000,4,723,14300000,0
5,1,1,5900000,22600000,18,630,29800000,0
0,1,1,2600000,9900000,20,368,12300000,1
3,0,0,6600000,22200000,12,759,38300000,0
0,1,1,1000000,3000000,18,382,7300000,1
4,1,1,800000,2800000,16,645,5200000,0
0,0,0,3200000,6300000,6,878,23600000,0
4,0,0,8400000,23400000,12,350,62000000,1
3,0,1,5800000,17600000,6,720,34500000,0
0,1,1,7300000,28100000,10,673,40100000,0
1,0,0,3900000,8000000,6,448,15800000,1
2,1,1,4600000,16000000,4,720,20500000,0
0,0,0,3600000,12300000,2,300,27900000,0
4,0,0,7500000,28700000,20,520,29000000,1
1,0,0,5200000,15000000,12,794,32000000,0
3,0,1,4400000,10000000,8,875,26900000,0
1,1,1,5100000,12900000,14,533,31700000,1
0,0,0,6000000,23600000,6,776,48700000,0
2,0,0,3800000,11400000,6,706,19900000,0
3,0,0,2800000,10900000,2,710,12200000,0
5,0,1,6500000,18300000,4,333,37200000,1
2,1,1,1600000,6400000,4,787,7900000,0
4,0,0,5500000,18600000,12,569,46700000,0
0,0,1,9600000,20100000,16,427,51400000,1
0,0,0,7000000,27800000,16,640,39400000,0
2,1,0,4000000,8100000,16,312,23800000,1
1,1,1,8100000,30900000,12,464,48800000,1
2,1,1,6600000,22800000,8,490,40500000,1
5,0,0,4100000,10200000,12,431,26400000,1
1,0,0,6600000,24800000,4,500,35500000,0
4,0,0,5100000,12200000,14,511,30400000,1
4,0,0,8200000,25200000,18,691,53700000,0
1,1,1,9500000,24400000,14,696,68000000,0
0,1,1,7600000,27600000,2,437,55600000,0
2,1,1,8400000,20800000,12,335,47600000,1
4,0,0,7600000,25100000,4,671,49500000,0
4,1,1,1400000,3700000,12,621,10900000,0
4,1,1,2700000,6800000,10,455,17400000,1
1,0,1,200000,500000,10,856,1400000,0
3,0,0,600000,2100000,16,892,4000000,0
4,0,0,5200000,12900000,16,819,31800000,0
0,1,1,5100000,11600000,10,308,27700000,1
4,0,1,9200000,18600000,2,889,74100000,0
5,1,0,6500000,23200000,18,713,28700000,0
0,0,0,8500000,21000000,6,665,52000000,0
4,1,0,2000000,6000000,12,837,11800000,0
4,1,1,7500000,18000000,20,395,46200000,1
0,0,1,7500000,28900000,10,632,67000000,0
2,1,0,2000000,4300000,16,497,13800000,1
3,0,1,1400000,2700000,14,694,9300000,0
1,1,1,1700000,5600000,2,882,14000000,0
2,0,1,5300000,14900000,6,504,32900000,1
4,1,0,8900000,30100000,2,747,64500000,0
3,0,0,9700000,35300000,4,462,61900000,0
5,0,0,9000000,25900000,4,538,61600000,1
2,1,1,8500000,30900000,6,664,42800000,0
1,1,0,3500000,10900000,4,524,31400000,0
1,1,0,500000,1400000,6,464,3500000,1
3,0,0,8900000,19100000,6,807,59100000,0
2,1,1,7800000,27200000,18,622,42700000,0
5,1,1,9800000,27800000,6,827,59600000,0
0,0,0,5200000,19000000,14,687,36200000,0
4,0,0,7400000,19400000,16,835,60600000,0
3,0,1,1200000,3300000,6,772,5900000,0
1,1,1,1000000,3200000,2,710,4500000,0
3,0,1,9500000,32500000,14,581,57800000,0
3,1,0,4500000,11700000,18,775,28700000,0
2,0,0,4900000,16000000,12,710,31500000,0
3,1,1,700000,2500000,8,321,5200000,1
0,0,0,9400000,28300000,20,761,78200000,0
3,1,1,8300000,31400000,6,674,25900000,1
4,0,1,5600000,13000000,4,899,37400000,0
5,1,1,4400000,12300000,8,567,22100000,0
3,0,0,2100000,5400000,8,771,16100000,0
1,1,1,4400000,10600000,4,360,34400000,1
0,1,0,6300000,19600000,6,425,45500000,1
4,0,0,9900000,30000000,18,496,61500000,1
3,1,0,700000,1600000,20,705,4500000,0
4,1,0,3600000,12400000,14,427,24500000,1
1,1,1,5600000,21000000,2,552,37700000,0
3,1,1,1000000,3700000,8,725,9600000,0
5,0,1,6400000,15600000,8,553,45500000,0
0,1,0,8900000,19100000,2,725,51100000,0
4,0,0,9900000,26100000,2,481,52400000,1
2,0,1,4000000,8600000,4,847,29600000,0
0,1,1,7300000,25700000,10,666,52100000,0
1,1,0,8100000,25400000,6,477,45300000,1
4,0,1,6800000,22100000,4,446,36400000,0
0,1,1,2600000,8200000,8,630,20400000,0
5,1,1,300000,1100000,20,613,1900000,0
2,0,1,2400000,7500000,4,851,11800000,0
0,1,0,6000000,20600000,12,339,39500000,1
4,0,1,3800000,11100000,16,857,35100000,0
0,0,1,7000000,22100000,14,467,48300000,1
0,0,1,5400000,12900000,16,355,39900000,1
1,1,0,6400000,16400000,6,428,56100000,1
5,1,1,7000000,24000000,14,450,41800000,1
2,1,1,2100000,4600000,4,348,14200000,1
4,1,1,4400000,15000000,12,459,20300000,1
0,1,0,8000000,31000000,8,847,49700000,0
2,1,1,3900000,8300000,18,523,13300000,1
0,0,0,4700000,15200000,10,786,31900000,0
0,0,0,6800000,21200000,14,300,35200000,1
0,1,1,1800000,6500000,12,728,11500000,0
3,1,1,8600000,32000000,4,497,38200000,0
1,1,1,3600000,13700000,10,548,25300000,1
1,0,1,6800000,22900000,6,576,31000000,0
3,0,1,1100000,4100000,20,863,6200000,0
4,0,1,4000000,8400000,8,717,28200000,0
1,0,0,2500000,5900000,12,668,18000000,0
2,0,0,5400000,17400000,10,335,29700000,1
5,1,0,6600000,13600000,4,861,40100000,0
4,1,0,6000000,14900000,2,321,39100000,1
0,0,1,2200000,8300000,10,585,11500000,0
1,0,0,8800000,18500000,10,704,55500000,0
0,1,1,4000000,10300000,4,819,30100000,0
4,1,1,3600000,12400000,18,494,17500000,1
5,0,1,8100000,22500000,2,808,33800000,0
3,1,1,5200000,11000000,12,830,37600000,0
5,0,0,1100000,2800000,14,473,5500000,1
2,0,0,7500000,29800000,4,392,32500000,0
5,1,0,7700000,20300000,12,806,63100000,0
0,1,0,5700000,21400000,8,340,26100000,1
3,0,1,5000000,13900000,8,555,41900000,0
5,1,0,500000,1200000,16,499,2900000,1
3,0,0,8900000,21300000,10,467,61900000,1
1,1,0,1700000,6600000,4,797,12100000,0
4,1,1,500000,1300000,18,762,3300000,0
3,1,1,9900000,36500000,16,562,67900000,0
